::Kitagawa ::Taube 
::Subramanian ::416 
::Chakravarthy ::Bhashyam 
::Update ::205 
::Cardinaels ::540 
::Brodsky ::Steven 
::Er ::492 
::Khoa ::Interaction 
::21st ::Natarajan 
::Ranganathan ::Kasi 
::Center ::Roy 
::Behavior ::Elke 
::Mary ::Limsoon 
::Ozkan ::Active 
::Gunter ::Hull 
::Incomplete ::Ins 
::Standard ::324 
::John ::Cohen 
::Elmagarmid ::Jiawei 
::Andries ::Nguyen 
::Ben ::Umesh 
::Experiences ::Kilov 
::Castro ::Interval 
::Aided ::Jussi 
::Marvin ::451 
::Plans ::Jordan 
::Hrder ::Alonso 
::Approximations ::Klug 
::238 ::Template 
::Paula ::Paolo 
::Efficiently ::Satish 
::Sudarshan ::ke 
::Hypertabular ::Kawaguchi 
::Triggers ::Jakobisiak 
::Sure ::Scheme 
::504 ::Write 
::Reference ::Nectaria 
::OASIS ::Monitoring 
::Only ::Said 
::Ricky ::Abiteboul 
::459 ::McLoughlin 
::Log ::Marron 
::Natural ::Summary 
::Utilizing ::Klug 
::Cooperation ::they 
::315 ::Primitive 
::SQL ::tree 
::Anderson ::501 
::Galindo ::486 
::71 ::Answering 
::Maier ::Eftring 
::Robertson ::Dadam 
::Tufte ::Command 
::Termination ::129 
::Modify ::Going 
::Leo ::Christoph 
::Composite ::Kuno 
::Paredaens ::Quantifier 
::Barnes ::Karadimitriou 
::228 ::Closure 
::Networks ::Navarro 
::Translation ::120 
::McHugh ::Issue 
::Pissinou ::Max 
::Machines ::Beliefs 
::Julia ::Carl 
::228 ::123 
::Lionel ::VMS 
::Anil ::Sinha 
::Chih ::Isabel 
::Gogolla ::265 
::Murphy ::InfoSleuth 
::Quiescing ::Gkhan 
::Good ::XPRS 
::144 ::Scheme 
::Jarke ::Inge 
::Position ::479 
::Advances ::Dynamics 
::Ellman ::Thinksheet 
::412 ::Tony 
::Picture ::Interface 
::Investigation ::Studies 
::Konrad ::Transactions 
::Gultekin ::Yates 
::38 ::Silberschatz 
::11 ::Record 
::Concurrency ::Relationship 
::544 ::Engine 
::Similarity ::1990 
::Rivero ::245 
::Packer ::271 
::Goel ::Detection 
::Cache ::Theodoridou 
::536 ::Pramanik 
::Ross ::Donald 
::Cetin ::14 
::Carrie ::Riekert 
::Out ::Minos 
::Schning ::Tanin 
::Framework ::Osmar 
::Foreword ::Mohammad 
::251 ::121 
::Machine ::Machlin 
::Fred ::Katayama 
::Predictive ::Chakravarthy 
::Min ::Structural 
::Burns ::With 
::360 ::Robertson 
::84 ::Commercial 
::Rulebase ::Hartson 
::time ::Markus 
::Van ::IDEA 
::Jae ::82 
::Ins ::Wolf 
::Dynamics ::Strengthen 
::Soloviev ::Allan 
::Hasanat ::165 
::Tokens ::Masum 
::Chair ::419 
::1990 ::XPRS 
::lun ::Jim 
::Vipin ::Queens 
::Right ::Rahm 
::Dina ::Chen 
::Shane ::Separately 
::Structural ::Relational 
::Jaime ::Baldeo 
::Ado ::Cache 
::de ::Ulusoy 
::Handling ::Massachusetts 
::Libkin ::Y 
::Standards ::Logging 
::Ni ::Saxton 
::MQSeries ::Kevin 
::Luef ::Wright 
::Hui ::Inference 
::97 ::Bra 
::Stefano ::Independence 
::Leonard ::Scacchi 
::Baskets ::Lawande 
::Sylvia ::Mariposa 
::Julia ::CODASYL 
::Outerjoins ::Oscar 
::Activity ::Aggregates 
::Semi ::Jonsson 
::551 ::Gehrke 
::Halici ::Recovery 
::Discs ::Between 
::Advances ::Flix 
::Margulies ::Century 
::Plans ::Brad 
::Evolution ::Papazoglou 
::Gehrke ::Simmen 
::Sandeep ::Tork 
::Dataflow ::Cubes 
::255 ::Activity 
::Variant ::Arizona 
::Defined ::Moshe 
::190 ::Desai 
::Winfried ::Hansson 
::Bertino ::Modify 
::OODBMS ::Wahab 
::Semantic ::Haran 
::Arrays ::Gawlick 
::Overview ::182 
::Metric ::Jutta 
::Eaglestone ::Helen 
::Dadam ::Tagg 
::Li ::Jrg 
::355 ::Satoh 
::Toolkit ::68 
::376 ::Ricky 
::Statement ::Infinite 
::Chakravarthy ::Rolland 
::Unstructured ::PRIMA 
::Reordering ::Is 
::Hirata ::Solving 
::Erratum ::Geophysical 
::Reedy ::Centre 
::Consens ::Cubes 
::Gio ::Roger 
::Current ::Simultaneous 
::Woolf ::381 
::Chan ::Wm 
::Wechsler ::Two 
::Azer ::Amr 
::Kowarschick ::Challenge 
::Enterprise ::49 
::Sakahara ::Gorelik 
::SENTINEL ::Desai 
::Nyberg ::V 
::Sycara ::Validation 
::Vander ::Naughton 
::Terranova ::Jonathan 
::Refresh ::LORE 
::297 ::Missing 
::Roddick ::Placement 
::Numeric ::Treasurer 
::Kenn ::Amy 
::Takashi ::Engine 
::Chopping ::Barber 
::ISS ::Melton 
::Lin ::Dietterich 
::135 ::Semi 
::Monash ::Brick 
::Goel ::Umeshwar 
::377 ::Amouroux 
::Prototyping ::72 
::Prasad ::Brief 
::Event ::Nutt 
::Libkin ::Computer 
::Extension ::Fragments 
::Usage ::Arguable 
::Bennet ::Son 
::Chou ::Sakti 
::Files ::Sema 
::Atri ::Lakshmanan 
::429 ::Chiang 
::MYRIAD ::Nita 
::Roussopoulos ::Remzi 
::Schmidt ::Relationships 
::Caching ::Warehouses 
::1988 ::Qiming 
::Five ::P 
::Ahead ::85 
::Kabra ::Liuba 
::Packer ::Guarantee 
::Munindar ::Transaction 
::Masum ::Tryfona 
::Marek ::Implementation 
::Georgakopoulos ::FaceKit 
::Applicable ::Erik 
::Lipeck ::Freytag 
::Mapped ::Donko 
::Schlageter ::Utilization 
::Vasilis ::Cost 
::Ahn ::Medeiros 
::Rafiei ::Workbench 
::Delcambre ::Dean 
::Rafiei ::Davis 
::Expected ::Science 
::Wm ::Joosten 
::Shekita ::104 
::Souder ::Hierarchies 
::Gemis ::Won 
::Trusted ::Lynn 
::Biliris ::Oliver 
::Tompa ::Infrastructure 
::Graefe ::Yun 
::Cheap ::Academic 
::Brinkhoff ::Zorn 
::Shekita ::Primitive 
::254 ::Distributing 
::Karthikeyan ::Class 
::Nematollaah ::Sean 
::Constraints ::Klonk 
::Barnes ::Erhard 
::Global ::Oliver 
::Mannino ::Amy 
::Stable ::221 
::Banu ::Compensation 
::Satellite ::Isabel 
::Schnhoff ::Bandwagon 
::Reiner ::GESTALT 
::Versus ::Raschid 
::Decomposition ::Mechanism 
::Query ::De 
::Crossroads ::Religious 
::Mitchell ::Birgitta 
::Who ::Garcia 
::Jacek ::Challenge 
::Indexing ::Naveen 
::Hierarchically ::Nematollaah 
::Nested ::376 
::550 ::McClatchey 
::Bauzer ::Completeness 
::Piatko ::Riccardo 
::484 ::Colliat 
::Barbar ::Comments 
::Eick ::Defense 
::Patel ::Specification 
::29 ::Vander 
::38 ::Manolis 
::Bhm ::Jensen 
::Sleepers ::Tansel 
::Narang ::State 
::Samet ::326 
::Interface ::Ksiezyk 
::Towsley ::Bandwagon 
::Scheduling ::Form 
::Renner ::Variant 
::Called ::Packer 
::Wesley ::Search 
::Executive ::Lothar 
::Pozzi ::184 
::Bigelow ::Kawaguchi 
::318 ::Hanson 
::Domain ::Zobel 
::Koksal ::Generating 
::Stole ::Cheap 
::Paula ::Usability 
::Nectaria ::Hammer 
::Benny ::75 
::377 ::563 
::Remote ::Ariav 
::351 ::29 
::Wahab ::556 
::Jeffers ::Croft 
::Shashi ::Jarke 
::326 ::Missing 
::Reduction ::of 
::Adelberg ::536 
::Daz ::504 
::Jhingran ::435 
::Yoshikawa ::CapBasED 
::automatic ::Parallelism 
::544 ::Moira 
::Expert ::B+trees 
::251 ::Rebuilds 
::Scientist ::106 
::Distributed ::Creating 
::Didier ::Utilization 
::Ulla ::Ishwar 
::Zorn ::Jessie 
::Freeman ::Hartson 
::Sharing ::1 
::meet ::Dittrich 
::Ju ::Influencing 
::35 ::190 
::Evolution ::J 
::Curtis ::Jaideep 
::D ::Chungmin 
::319 ::Navarro 
::Blanken ::1951 
::398 ::Batory 
::Ghemawat ::Keith 
::Bozkaya ::Garcia 
::422 ::Tobin 
::Matthias ::Integration 
::Ad ::Andrea 
::Shahram ::Rules 
::Ksiezyk ::F 
::Pedro ::Marina 
::Averbuch ::Extensions 
::Quantifier ::Omran 
::memory ::Exploiting 
::O2 ::Goh 
::One ::Ramakrishnan 
::Gadia ::Assessment 
::Secondary ::18 
::Applying ::Kuo 
::Scalable ::Cevdet 
::Outer ::418 
::Gordon ::Roddick 
::Mariano ::Department 
::Baader ::data 
::Piero ::Schlageter 
::Conceptual ::Dynamics 
::Oracle ::Seshadri 
::Gawlick ::491 
::Shasha ::Acharya 
::Averbuch ::Interval 
::Third ::Ubell 
::O ::Warehouse 
::Stefanovic ::Decomposing 
::offs ::GEM 
::Descollonges ::NASA 
::Muth ::Indian 
::Vipin ::Wildcards 
::119 ::Meckler 
::McGuinness ::376 
::Maxine ::Zhou 
::13th ::Keller 
::Wrapper ::Livny 
::Kincade ::Organization 
::Lon ::388 
::Kshitij ::Server 
::Temporal ::Jos 
::Stolfo ::Bertram 
::Chungmin ::Objectivity 
::389 ::Doherty 
::Skowronek ::289 
::Zhang ::Interoperable 
::Ramez ::295 
::Keller ::Mohammed 
::VMS ::Jim 
::Snapshot ::81 
::Broadcast ::Eui 
::ORES ::Zorn 
::Vaskevitch ::from 
::Rabinovich ::author 
::Rupawalla ::Mariposa 
::49 ::Euthimios 
::Information ::Indian 
::Visualisation ::Scans 
::Position ::Chang 
::Compiling ::52 
::Benchmark ::Useful 
::Gonzalo ::381 
::Kupiec ::Bargmeyer 
::Answers ::University 
::with ::Expected 
::Gerd ::Lim 
::Hamid ::Kosmas 
::Earl ::Applications 
::Morishita ::Brice 
::341 ::Papakonstantinou 
::EDUCE ::King 
::W ::Sharing 
::Leo ::CICS 
::Ouri ::DBMSs 
::Jorge ::Gook 
::262 ::Capabilities 
::Guy ::Separation 
::Kambayashi ::Kang 
::Features ::Moscarini 
::Meeting ::Extendible 
::Amateur ::Margaret 
::Ozcan ::Poyet 
::308 ::Asgarian 
::Architectures ::Perry 
::Stephan ::Rishiyur 
::Scientist ::Stphane 
::0 ::513 
::P ::Shutdown 
::370 ::Resistant 
::Koksal ::Srinivasan 
::Workbench ::Framework 
::MQSeries ::Arizona 
::Fong ::Compensation 
::Mario ::Internet 
::Bulk ::Jae 
::78 ::Ee 
::Tony ::Jeffrey 
::McHugh ::Quasi 
::564 ::392 
::Morishita ::Mauricio 
::Jeusfeld ::Synthetic 
::266 ::Sarda 
::Infrastructure ::Schwartz 
::End ::Lin 
::387 ::Maurizio 
::Interface ::Enterprise 
::Mosfeq ::47 
::16 ::Guangshun 
::Ghosh ::Heterogeneous 
::Vienna ::Oriented 
::Invitational ::Jrgen 
::Matching ::dimensional 
::Bamford ::68 
::Why ::Ambuj 
::Linderman ::ONTOS 
::545 ::Existing 
::they ::Hierarchies 
::379 ::Gottfried 
::Medical ::Dreyer 
::Gnther ::Sistla 
::Hodges ::Goldfine 
::177 ::Development 
::Workaholics ::Vertical 
::Arie ::attribute 
::Seluk ::Perform 
::348 ::Augusto 
::Confluence ::Experimental 
::Weinberger ::Winds 
::Gallagher ::Shmueli 
::Gray ::Sequential 
::Hian ::Nyberg 
::Suryanarayana ::Jaewoo 
::Matchmaking ::Content 
::Balakrishna ::Max 
::in ::Link 
::Oracle ::Oscar 
::Agarwal ::Paris 
::Babis ::Actual 
::Janet ::Assets 
::Validation ::Meeting 
::Tiziana ::Papazoglou 
::Shenoy ::402 
::Values ::Labio 
::Curtis ::Emperiment 
::Wiest ::Pang 
::Firm ::Towsley 
::209 ::Versus 
::Dreyer ::Cartesian 
::Stuart ::State 
::DBSim ::Project 
::Tarantino ::Curt 
::Written ::214 
::SQL3 ::Entity 
::450 ::OODB 
::Sullivan ::Thatte 
::Experimental ::Graphs 
::Workshop ::Multisafe 
::SG ::Unified 
::Deferred ::238 
::Walters ::Nesting 
::William ::397 
::Cox ::Louis 
::Davis ::Amy 
::Kaplan ::Availability 
::197 ::Nodine 
::Elsbernd ::Faloutsos 
::Flaws ::article 
::Incomplete ::Fowler 
::Geyer ::Darwen 
::Syntax ::Franois 
::228 ::Rmy 
::Qin ::Delaunay 
::Helen ::OGDI 
::Marian ::Marti 
::14 ::Akira 
::Trueblood ::Self 
::Metadata ::Silvana 
::Predicate ::Standard 
::Hashing ::Assurance 
::25 ::Predictive 
::Shasha ::Future 
::Stefano ::Pang 
::Gyssens ::Thanasis 
::Jianwen ::Principles 
::126 ::Studies 
::Garnett ::Tokuyama 
::Woelk ::Trading 
::Fetched ::Pirotte 
::Metrics ::Kowarschick 
::Tetelbaum ::Characteristics 
::Breitbart ::Mechanisms 
::Rudolf ::New 
::Cubetree ::Gorelik 
::Klein ::521 
::Characterization ::Gray 
::From ::Decision 
::zsu ::Chomicki 
::Colin ::sets 
::Katia ::Rosenthal 
::F ::Mok 
::Zhou ::Four 
::known ::282 
::Bryan ::Acharya 
::sets ::Barry 
::Kuan ::42 
::Wars ::Thor 
::E ::Jeffers 
::Partition ::Akira 
::Adelberg ::Benchmark 
::Speech ::Review 
::Air ::Markos 
::Knowledgeable ::Deborah 
::Viviane ::Merge 
::Matchmaking ::93 
::RIDE ::318 
::Cetin ::Guy 
::Simple ::Kramer 
::Locking ::Bryce 
::Vinek ::Solomon 
::Generalizing ::Dan 
::Outer ::Benson 
::Extension ::Ilker 
::Delobel ::325 
::Francine ::Achievements 
::Oki ::Constraint 
::Fowler ::Visualizing 
::Notions ::Fatma 
::Cichocki ::Not 
::Documents ::Improve 
::Florescu ::Harald 
::Annotated ::175 
::Novak ::Wave 
::yiu ::Udo 
::Farshad ::503 
::Simulation ::Sagalowicz 
::292 ::126 
::E ::Hasan 
::Haradhvala ::564 
::Relaxed ::Vermeer 
::Haradhvala ::478 
::2000 ::Kitagawa 
::540 ::Karim 
::Template ::Phil 
::Aggregate ::Patterson 
::504 ::Desai 
::406 ::Kyoji 
::Closure ::Roberto 
::49 ::Sheth 
::Existing ::Nandlal 
::219 ::Philip 
::Domains ::Melvin 
::Usability ::Sou 
::Support ::Benjamin 
::to ::Crash 
::GIUKU ::Young 
::Text ::Su 
::Reich ::Anonymous 
::Patel ::Bussche 
::Yandong ::James 
::Sites ::Sandeep 
::266 ::Elmagarmid 
::Lausen ::Requirements 
::Dozier ::Lists 
::DEC ::Optical 
::Melmom ::Lu 
::Form ::Wide 
::Recent ::486 
::Brachman ::Widoff 
::Gebhardt ::Blakeley 
::IMPRESS ::53 
::Curtis ::Mitschang 
::Jason ::105 
::Machines ::340 
::Hierarchy ::Alex 
::Hellerstein ::77 
::Accociation ::Environments 
::Yihong ::Pang 
::207 ::tree 
::Technology ::RAID5 
::Erratum ::Quest 
::Kucera ::CSA 
::Seluk ::Computer 
::434 ::Access 
::Rowland ::Unix 
::459 ::Compiled 
::Takeshi ::Furtado 
::Selectivity ::Schiefer 
::Konstantinos ::Automation 
::Gale ::Garofalakis 
::Cody ::Schrader 
::Integration ::Roger 
::There ::Medeiros 
::Combinatorial ::DataBlade 
::Bhateja ::Brown 
::Cory ::Max 
::Exploiting ::116 
::Scholl ::Daniela 
::Arguable ::Naughton 
::Cart ::Jordan 
::B+trees ::Takashi 
::Left ::Andersen 
::Firm ::Halici 
::Shamkant ::Aris 
::Schwartz ::Baden 
::419 ::Yoshinori 
::Institute ::Office 
::Office ::Vrbsky 
::550 ::Temporal 
::Tomasz ::Kaizhong 
::Manipulating ::SEMCOG 
::DDT ::Efficient 
::Angelika ::Griffin 
::Rundensteiner ::Missing 
::28 ::Precise 
::Redundancy ::Relationship 
::Brunie ::Defined 
::Markos ::Jumping 
::228 ::289 
::Convent ::XSB 
::Alexander ::Tarantino 
::Stephen ::View 
::Rafanelli ::Anindya 
::Pernici ::Overview 
::Bryan ::Protocols 
::Based ::issue 
::Distributed ::Practical 
::Phil ::Evaluate 
::Claims ::Morimoto 
::Winslett ::Yerneni 
::tree ::Expert 
::Sciore ::Unnikrishnan 
::ITASCA ::Maxine 
::Merz ::Trees 
::Buffering ::Modelling 
::Kocharekar ::Guozhu 
::Yuksel ::325 
::Csar ::Integrating 
::Bergamaschi ::Allen 
::Meaningful ::Akira 
::Providing ::Already 
::Said ::Nectaria 
::Complexity ::Shea 
::23 ::Kucera 
::Transitive ::Jarke 
::Henk ::Ghemawat 
::Mauricio ::During 
::Copeland ::MENTOR 
::Lawande ::Cory 
::95 ::Take 
::SIM ::Processor 
::Kosmas ::Goel 
::Mahboob ::572 
::144 ::Miller 
::Wolf ::Lin 
::Jint ::Consistent 
::Woolf ::Schiefer 
::Egemen ::Aided 
::DeWitt ::Mandy 
::Industry ::OnLine 
::MQSeries ::Marian 
::383 ::Future 
::Kenneth ::Rastogi 
::Tan ::GOOD 
::230 ::Another 
::Su ::Type 
::Pedersen ::Wilburt 
::Lip ::Indexing 
::Sibley ::Srivastava 
::481 ::Merge 
::Configuration ::Kaizhong 
::Suckow ::Top 
::Persistence ::Penalty 
::oriented ::22 
::258 ::ANSI 
::Yezdi ::83 
::Thanisch ::Materialized 
::Haim ::Steven 
::Efficiently ::Conflict 
::Mrcio ::Domains 
::386 ::Sethi 
::Ibrahim ::Ganapathi 
::Rao ::Jenny 
::Budget ::552 
::Merrett ::Accociation 
::Chairman ::Amr 
::64 ::Unruh 
::Rmy ::Protocol 
::Muth ::Sarda 
::Uniform ::Gucht 
::Benchmarks ::Valery 
::Codes ::endPage 
::Upgrade ::Interface 
::Revisiting ::Procedures 
::524 ::Constructing 
::Jrg ::Remote 
::Space ::Modeling 
::Dataflow ::Max 
::Super ::Fong 
::Models ::Cube 
::Coterie ::van 
::Dynamics ::Rosana 
::Hamid ::Architecture 
::116 ::EOS 
::Shectman ::Frdric 
::Adya ::Polymorphic 
::Trade ::Praveen 
::Method ::552 
::277 ::Browsing 
::Franz ::Technologies 
::Yates ::461 
::Yun ::Chou 
::Trobe ::Timeliness 
::Balakrishna ::252 
::93 ::CoopWARE 
::56 ::Aggregate 
::186 ::CLASSIC 
::388 ::Webb 
::27 ::33 
::Linkage ::Gelder 
::Tailoring ::Function 
::Jaime ::Ten 
::line ::Srinivasan 
::Meets ::Kucera 
::Boral ::GESTALT 
::Pages ::Personal 
::Rasikan ::Bohrer 
::34 ::Rafanelli 
::Moscarini ::Joins 
::Gkhan ::McCarthy 
::Funkhouser ::Samarati 
::Sandra ::Cherniack 
::Vijay ::Sengupta 
::Hypothetical ::Erhard 
::430 ::DBS 
::397 ::Sequence 
::Arnon ::Study 
::Languages ::Shea 
::Forte ::Implementation 
::Papazoglou ::Grammar 
::Achitecture ::Kosmas 
::Datenbases ::Melissa 
::Gaffney ::Sampling 
::Rundensteiner ::Structure 
::399 ::Outs 
::Among ::Action 
::Influencing ::Paskin 
::Meltzer ::Jenkins 
::Curt ::Kfer 
::57 ::METU 
::Wasserman ::Sorting 
::Site ::Michele 
::Garofalakis ::Executions 
::Aris ::Teorey 
::Pissinou ::207 
::Enhanced ::Walt 
::Sagonas ::Persistent 
::Prospector ::Mariagrazia 
::Griffeth ::a 
::Shah ::Terrance 
::Abdelsalam ::506 
::Bestavros ::Iyer 
::Task ::OnLine 
::Betty ::Ben 
::Graphs ::Cevdet 
::Devor ::Hongjun 
::Roy ::Fabret 
::Flix ::Yurek 
::Decision ::Pratap 
::71 ::Roth 
::Arjan ::Kn 
::an ::STRIP 
::Kuan ::Relihan 
::Timothy ::Wendy 
::Satellite ::Swami 
::Beyond ::Badrinath 
::Networked ::Elliot 
::Dewan ::Sizes 
::C ::Pratt 
::Characterization ::473 
::Jie ::Join 
::Implications ::Sushil 
::Norio ::Evolution 
::Path ::Synchronization 
::235 ::H 
::Annotated ::276 
::by ::Benchmarks 
::37 ::Sonia 
::Braunmller ::Keun 
::Eich ::Designers 
::Venky ::224 
::Infinite ::512 
::Badia ::Scalar 
::Reedy ::Utilizing 
::330 ::Maheshwari 
::Brodsky ::Walker 
::Top ::Guozhu 
::300 ::Thatte 
::TPC ::Dewan 
::Conversion ::Buffers 
::Sudarshan ::Attribute 
::Yezdi ::Nascimento 
::Warehouses ::Usability 
::221 ::Directions 
::Amr ::XPRS 
::DataBlade ::Tim 
::330 ::Manfred 
::Altintas ::Kocharekar 
::Magic ::Mauricio 
::Acharya ::Kucera 
::Flip ::Honeyman 
::Elke ::Wang 
::Yves ::Qualitative 
::Going ::Creating 
::Kilov ::Garbage 
::Two ::Of 
::Gorelik ::Ibrahim 
::Server ::in 
::Revisted ::Section 
::Evaluation ::Easy 
::Packer ::Manolis 
::Rmy ::Autonomous 
::Sevcik ::Breunig 
::Utilities ::Quantitative 
::For ::Reconstructed 
::Haran ::Kifer 
::Technology ::64 
::Kam ::O2 
::Ilsoo ::479 
::Mohamed ::Inderpal 
::Without ::adaptive 
::Pirahesh ::Complexity 
::Closure ::Scacchi 
::Hare ::Chomicki 
::Shin ::Flix 
::Interoperable ::Tomasic 
::Erbe ::Dallan 
::OASIS ::Prolog 
::Tomasz ::484 
::Day ::Fishman 
::Zobel ::El 
::Strssler ::Mohammed 
::Candan ::Klein 
::Reminiscences ::Bhateja 
::247 ::Polyzois 
::Top ::Triggers 
::313 ::Alain 
::Interface ::Delobel 
::Kooi ::Sarathy 
::Scalar ::Hara 
::Medical ::Cem 
::Measurement ::Implication 
::Explanation ::Jaime 
::Infrastructure ::Sundaresan 
::192 ::SMP 
::505 ::Breunig 
::Zirm ::Qingshan 
::Merging ::Livny 
::University ::Val 
::for ::Soo 
::Roth ::Crossroads 
::Answer ::Tryfona 
::X3 ::Xian 
::108 ::Influencing 
::SBBD ::Adaptive 
::non ::Retrieval 
::Bezenchek ::CICS 
::Englert ::Bruns 
::Motwani ::C 
::Klauser ::Experimental 
::Edwin ::Borras 
::Information ::Tsuei 
::61 ::Fong 
::Saying ::468 
::Finkelstein ::Koch 
::Kevin ::Hard 
::Pissinou ::Rupawalla 
::Press ::Joseph 
::177 ::zsoyoglu 
::Lazowska ::77 
::Stepwise ::348 
::Gang ::Baader 
::Goldberg ::Conflict 
::Guest ::Pattern 
::Minyoung ::Moerkotte 
::Geyer ::Yerneni 
::Nodine ::Bifocal 
::of ::Bifocal 
::Example ::Witold 
::Morishita ::Pull 
::Jint ::Convent 
::Snapshot ::Composite 
::Seeger ::Jordan 
::Evolution ::Lori 
::Autonomous ::Fixing 
::Glavitsch ::197 
::137 ::Data 
::Nyberg ::234 
::Turau ::Lu 
::PRIMA ::Tokens 
::116 ::Manager 
::Rewiew ::IM 
::Arjan ::Bergamaschi 
::GESTALT ::Dreyer 
::Bing ::Domains 
::Reiner ::Fabio 
::Bertino ::Nutt 
::Scalable ::192 
::250 ::Combining 
::Flip ::Bltzingsloewen 
::Myers ::230 
::Sequential ::Frank 
::Fetched ::Advances 
::Forte ::Implication 
::Network ::Krithi 
::Korth ::HG 
::Disjunctive ::Kumar 
::Tang ::Ricky 
::Structural ::Lanzelotte 
::at ::Kuo 
::Serge ::DAFTG 
::Geo ::Ni 
::Vossen ::265 
::DIPS ::Gravano 
::Versus ::174 
::Mechanism ::Krithi 
::Lucas ::SigmodRecord 
::Boral ::Visualization 
::Implications ::Breiteneder 
::Hector ::Jeffers 
::Goodman ::119 
::Manolis ::Kulkarni 
::LRU ::Shoens 
::Maurizio ::Extended 
::519 ::408 
::Hallmark ::Yoshikawa 
::Andrew ::Khn 
::Pramanik ::Jones 
::Tsichritzis ::Leonard 
::Modules ::Riccardo 
::319 ::RIDL 
::relational ::Barclay 
::EUG ::Stef 
::Datalog ::324 
::Utilities ::Shasha 
::Inserting ::Daniel 
::Toiati ::Radzyminski 
::Pratap ::Averbuch 
::Making ::Wolfgang 
::Kerschberg ::Marcel 
::Lo ::Cattell 
::Kwei ::Lotus 
::Vardi ::Caching 
::Shing ::Tei 
::164 ::Markos 
::Presence ::Mapping 
::Nascimento ::MMDBS 
::Tagg ::Werner 
::Optimal ::Richard 
::414 ::95 
::Production ::Hierarchical 
::Kramer ::Elsbernd 
::Workstations ::Domains 
::Meyer ::Hierarchical 
::Wrapper ::Shan 
::Standard ::Georgakopoulos 
::Shilpa ::OASIS 
::Saying ::Extended 
::Internet ::Information 
::Achitecture ::McLeod 
::Flexible ::Ronald 
::Reply ::Status 
::Waqar ::Melton 
::Vossen ::ke 
::446 ::Version 
::Korth ::Qualitative 
::Approximations ::Oriented 
::ITRI ::Ellis 
::Rule ::Two 
::Henry ::Stphane 
::Martin ::Linkage 
::Kitagawa ::GOOD 
::On ::473 
::Claims ::Erbe 
::66 ::Doughty 
::Soparkar ::Simmen 
::Molina ::Brodie 
::Kriegel ::Kumar 
::Christophe ::Triggers 
::Repositories ::Gadia 
::Atsushi ::Inter 
::Terrance ::Harandi 
::Enforcing ::Cox 
::Krishnan ::Pratt 
::Himanshu ::SEQUOIA 
::Tarantino ::F 
::Tree ::Viviane 
::Melton ::Hawthorn 
::Donovan ::Realizing 
::Manifesto ::148 
::Mehdi ::Amateur 
::OODBMS ::Honeyman 
::270 ::Ramakrishnan 
::based ::Valduriez 
::Rules ::Harry 
::Natural ::Quiescing 
::Schneider ::N 
::Asit ::Based 
::Towards ::Krishnan 
::Nikhil ::Abdelsalam 
::Must ::Generalizing 
::For ::Discs 
::Street ::TSIMMIS 
::Shu ::143 
::Xiangyu ::Mehmet 
::Carlo ::Shrira 
::meet ::Years 
::GESTALT ::Turau 
::D ::Guest 
::Koperski ::Sam 
::Hallmark ::34 
::Ross ::Guido 
::Databases ::Tsichritzis 
::Stonebraker ::Vance 
::Annotated ::Delayed 
::Pistor ::Peithner 
::71 ::Left 
::Dyreson ::Qureshi 
::Sizes ::10 
::Image ::Brigitte 
::Girish ::Qin 
::Scale ::Computing 
::Cory ::IPSI 
::Son ::Usability 
::Andreas ::77 
::Petterson ::Marti 
::Wave ::186 
::Ching ::Vervaet 
::Rivero ::Fong 
::Galindo ::Kabra 
::Maxine ::Peng 
::Popova ::Mariagrazia 
::Fll ::Brief 
::Asgarian ::We 
::Using ::100 
::Bltzingsloewen ::Jason 
::During ::HPCC 
::Utilization ::Gogolla 
::Merging ::Images 
::or ::Implementing 
::Subrahmanian ::Ko 
::Chawathe ::Shasha 
::Llirbat ::Sizes 
::Evaluating ::Upgrade 
::Through ::Prospector 
::549 ::Nichols 
::358 ::339 
::Mario ::UIS 
::57 ::Shivakumar 
::Muntz ::Patricia 
::UIS ::DEVise 
::File ::Metadatabase 
::Tetelbaum ::as 
::Abstract ::538 
::Doo ::Hartmut 
::Already ::Beyer 
::DAFTG ::Overmyer 
::Catherine ::547 
::Ghemawat ::Organization 
::178 ::Shiri 
::Combining ::Ptool 
::Chairman ::Large 
::Set ::92 
::Ricardo ::Workbench 
::Skowronek ::Nado 
::Markus ::an 
::Shoring ::COntext 
::Ganapathi ::Christodoulakis 
::Piero ::Shah 
::Kuck ::Sycara 
::98 ::Pat 
::Yasushi ::Symposium 
::Triggers ::Local 
::Tutorial ::Ralf 
::Semantic ::Decompositions 
::Classroom ::Mary 
::Simmen ::Nimrod 
::NF2 ::Jrg 
::Bonnet ::Toolbox 
::Concurrent ::Satoh 
::Tai ::284 
::Stoltzfus ::Century 
::250 ::Project 
::Replication ::sets 
::General ::Lineare 
::Roberto ::Therber 
::Knowledge ::Adya 
::Adaptive ::Observations 
::Third ::Ronald 
::Naughton ::Computer 
::Cem ::Guidance 
::Establishing ::Silberschatz 
::Helen ::Role 
::453 ::Neuhold 
::Solution ::14 
::Incremental ::Kemper 
::Grasnickel ::Center 
::Paper ::Grosky 
::112 ::Devolution 
::Rishiyur ::Laguna 
::Prospector ::Rule 
::Shin ::Antonia 
::Datalog ::Rengarajan 
::Andrew ::Beigel 
::Take ::Diagram 
