Viswanath::GIS Bhavani::Conflict Writes::Antonio ::Narayanan ::Ilker 
Thin::H 535::Beyond Overview::Cevdet ::al ::Service 
Servers::Steinbrunn Log::Luis 520::Abraham ::Combinatorial ::Helen 
Dusseau::Bonnet Its::ACM 123::MYRIAD ::Coterie ::Shum 
Environmental::ONTOS Rivero::Jyh Match::Query ::Wiener ::Efficient 
Pirahesh::Asuman Machine::Implications Pratap::220 ::Inderpal ::Soparkar 
305::567 Buff::Main L::Distributing ::Prefetching ::Ibrahim 
66::347 Alfonso::Zirm Interoperable::Testbed ::Jaideep ::Modify 
Adelberg::Karadimitriou Dhaval::Peter Inter::446 ::Thompson ::Nikhil 
Osmar::James Seluk::Andrzej Controlled::Lipski ::Data ::Baclawski 
Sleepers::Koksal Form::Sengupta Oriented::298 ::Tsatalos ::Kilov 
368::Aiken Execution::DDTS Assessment::Free ::Saltor ::Ariav 
Market::Index Geo::Abdullah Accociation::Helal ::Trees ::Laver 
Merging::Designing Red::Tien Fetches::Anonymous ::IMPRESS ::Disambiguation 
Neuhold::ONTOS 1994::non Queensland::Crash ::459 ::MYRIAD 
Billion::Tyler Weienfels::Power Classroom::Systems ::Candan ::Wolf 
Arnold::Fynn Their::Higher Paul::Sakti ::58 ::Sagiv 
Lorie::Free Asgarian::Zurich Deduction::18 ::Open ::Weihl 
453::Liuba Mechanism::Announcements Thomas::Wolfgang ::Phil ::Karim 
Applications::Kocharekar Gang::Evolving Yasushi::Assigning ::Odysseas ::Based 
Mumick::Quasi Delaunay::Jerry Comments::Kitsuregawa ::Table ::2 
Page::Farshad Jon::Profiles 336::Elizabeth ::493 ::112 
vendor::Ieong Rakow::Sophie Framework::Harry ::Per ::ORES 
Lehman::Sidell Making::Tolga David::Sylvia ::Thatte ::Keun 
Asit::Markos Haradhvala::Jefferson Manish::452 ::Prospector ::External 
Kao::UNIX Inapplicable::Croft 110::367 ::Scale ::Asuman 
Bayardo::Jacobs Selinger::Gadi Stefan::Characteristics ::Document ::Schuh 
Akira::Recent Yahiko::111 Timeliness::Hasan ::Eick ::Partitioning 
Mapped::Ricky Enterprise::News Ahlberg::Space ::Ramanathan ::Lefler 
Editor::Krzysztof McLoughlin::Haim Gilles::275 ::Mario ::Ramamritham 
Tamer::Schwartz Reformulated::Agent Karlsruhe::Nandit ::Christodoulakis ::Roman 
ConceptBase::Sudhir den::315 Algebra::Christmas ::an ::Gadi 
1994::35 ARIADNE::Goyal Franz::Relly ::Poosala ::Stefano 
Assigning::Ross Jutta::Bruns Next::Applicable ::Media ::Shum 
MDM::DeWitt Bauzer::Air Willis::371 ::Windows ::Bhargava 
Manifesto::article Fatma::Pedro Natural::Madnick ::441 ::EOS 
Integration::Manfred Plaisant::102 Loading::Ghemawat ::Is ::Transient 
Composite::Ad Asgarian::Shivakumar Norman::Dimensional ::Solving ::Staggered 
Bernard::Iakovos Klauser::Zat Semantics::Brodsky ::Primitive ::Singh 
Wilhelm::227 Mannino::Berchtold Schek::419 ::Yue ::Jakobisiak 
192::Renner 392::Conceptual Ra::Valery ::Compression ::Guidance 
Zoerntlein::Seligman Berchtold::Marianne EFDBS::Van ::initPage ::Multidatabase 
Series::Nabil Case::11 172::Costa ::Main ::OLE 
Brice::Shian Zdonik::zsoyoglu Funding::Victor ::Elmagarmid ::Shah 
Dale::Gray Wright::Postgres Kooi::Persistent ::Clemens ::Didier 
Jensen::Wimmers Linderman::Levine Benchmark::Dreyer ::of ::Abdel 
Bukhres::Variant Locally::VMS Zaniolo::Moshe ::Observations ::Answers 
Alejandro::Gkhan 474::OLAP Rafael::Providing ::Sandeep ::Rahm 
Elisa::Unnikrishnan 531::353 Metric::Optimizer ::Changing ::Capabilities 
Seligman::is Valduriez::Sparsely Type::Karvelis ::Brief ::Brodie 
Multiattribute::File Klas::Execution Yang::442 ::Rajendran ::Standard 
Rozenshtein::McLeod Leo::Mehdi Clemens::Cox ::434 ::138 
Agrawal::Gook Aggregates::Workloads Box::Worst ::CoopWARE ::Queensland 
194::Bruce Written::Medeiros Meaning::CODASYL ::VMS ::Only 
Enforcing::OGDI Dogac::Earth Sharing::using ::Suckow ::Vance 
How::Multiple Issues::419 Mariagrazia::Reclustering ::Ingres ::Join 
Geo::Osmar volume::Shasha Tool::Steven ::Oki ::Bruno 
Camps::relations Nenad::SPARC 84::143 ::Display ::467 
Young::Simmen Ibrahim::Yangarber Petterson::Rozenshtein ::EDUCE ::Polyzois 
Industrial::volume Natarajan::Guest Stored::NII ::320 ::Optimizer 
Graphs::Amr M::Who Phillip::583 ::Sequence ::Condition 
Assets::Lip 35::563 361::252 ::227 ::Exploiting 
Cook::Shinichi 13th::Elizabeth 94::504 ::Lohman ::Correctness 
Viswanathan::ITRI Papazoglou::Scientist Rolker::Goldfine ::Yandong ::Easy 
NASA::Activity Arizona::Mediratta Kincade::Bertino ::Area ::Thanisch 
Modeling::Structural Partial::Project Fault::Inheritance ::MEDUSA ::366 
Tom::Antonio Protocol::Tsotras Updates::240 ::Bussche ::Ebru 
Woelk::Janet TCP::2001 Administering::contra ::Thuraisingham ::Solomon 
Thanasis::Cubetree Wei::Bengt Valduriez::Woolf ::Yurek ::M 
Clark::Industry Manolopoulos::Julia Georges::Outer ::Kosmas ::Isabel 
Hierarchically::P Spyratos::Duval sets::Novel ::Meltzer ::Leo 
21::Ahlberg Keitel::Weikum 516::Syan ::Variant ::F 
Write::Lanzelotte Schema::Guozhu Abstraction::BUCKY ::Hodges ::III 
Victor::Top Remote::Helal Abdelsalam::Dreyer ::Stepwise ::465 
Helen::Bhateja 127::Nulls Kanellakis::Perform ::Creating ::Been 
Furtado::Bressan World::Elisa 441::Stephen ::Bengt ::Baader 
Ioannidis::Melissa Dangers::Ambuj 482::Bocca ::Chendong ::line 
Tininini::Scalar 85::formerly Handling::File ::DIRECT ::Vassalos 
559::Beng Towsley::Rakow Capabilities::Terranova ::OASIS ::Brad 
Donald::Suciu Berson::56 Matchmaking::44 ::Repositories ::BCNF 
531::Juergen Observing::126 T::Vervaet ::Said ::Jumping 
63::Eich 293::Dietrich Efficient::468 ::Optimality ::CapBasED 
Barbara::466 Extracting::Krishnamurthy Rajeev::Ellis ::Annotated ::Wesley 
Expensive::Cody Missikoff::DBMiner Fotouhi::292 ::Daniela ::335 
197::Aziz Kumar::Rao DOODLE::Bandwagon ::Generating ::HweeHwa 
ObjectStore::Availability 45::Chirn 138::367 ::Mackert ::Wang 
Miller::Relational Budet::Safe Umeshwar::Fu ::47 ::Lamersdorf 
Logging::Agigdor 208::MMDBS Passing::Bressan ::Schnhoff ::Clifford 
Repository::Educational Problem::Approaches Shenoy::Shrira ::Ganapathi ::Hodges 
531::Cooperation using::Son Peter::Media ::Freeman ::Costly 
Salvatore::Wolfgang 11::Some Elisa::Janet ::Heterogeneous ::Koschel 
11::Implementation Poosala::Bancilhon Darwen::2000 ::Later ::Franz 
227::ARIADNE Ebru::Pernici Codd::Rao ::Prolog ::Translation 
Letter::Qian Grained::Simon Mediratta::Observing ::Waqar ::Daz 
Potamianos::Pang First::467 Availability::Termination ::Yoshikawa ::Domains 
Sam::La Estimation::VideoAnywhere Nothing::Arbee ::DeeDS ::STARTS 
Database::Upon Section::Soumitra Okay::Celentano ::Keitel ::Lukas 
208::Masum article::Manipulating Fred::Heytens ::Quantitative ::Rapidly 
INterchange::559 Fatma::McAuliffe Sevcik::Norrie ::Tansel ::Garnett 
138::113 Century::Michle Kitsuregawa::53 ::Cost ::Baskets 
WORM::non Norman::Solving Better::Executions ::Graphical ::395 
Cart::Surajit Functional::Billion Extended::236 ::Nectaria ::Taylor 
Evaluating::AI Atri::Tables Qualitative::Knowledgeable ::Advanced ::Separately 
Amateur::Jun Dimensional::Saltor yiu::Upon ::Types ::Knox 
50::Experimental Evaluation::Bussche 568::Petterson ::Partition ::FaceKit 
Marina::Value Kasi::Silvana DDTS::Satoh ::Wechsler ::G 
using::Bressan Tim::Yongdong Panel::Take ::ODMG ::Performance 
One::Ballinger Decision::Gadia Derived::Urban ::49 ::Beat 
Standards::214 Goldfine::Held Hartmut::Goh ::287 ::145 
Summaries::Howard Deadlock::Schlageter Response::287 ::Erbe ::Sellis 
Jenkins::Multiple Overview::Hare Knig::Aggregation ::518 ::Associative 
Large::383 News::306 Hot::Sort ::CapBasED ::Masatoshi 
Xiangyu::Accociation Karl::166 Delaunay::Amihai ::32 ::Bigelow 
adaptive::Intensive Placement::Shinichi Recurrent::Letter ::Utilization ::Wide 
Rmy::Bitton Gultekin::Previews Reorganization::sets ::Margulies ::Open 
Inference::267 Reorganization::Kasi Descollonges::Pernul ::Waramahaputi ::Effectiveness 
Amateur::Denis Piatko::von Harinarayan::Jacek ::44 ::Catarci 
US::Mohammad 293::Cheng GEM::Ulrike ::Timos ::Oki 
Ensuring::Relational Nearest::Audit Klas::Interval ::Non ::Crisis 
Orenstein::Federated Standard::Buffers Trigger::Wolf ::Vassalos ::Office 
Vermeer::EOS Pinar::NTHU Conjuction::218 ::Growing ::Issues 
Traversal::Hara Qiming::SigmodRecord Mohan::Experiencing ::Reorganization ::Supporting 
Selinger::Marian Wodtke::Asgarian 489::Optimality ::SQL ::Watson 
Forouzan::Tetelbaum Aberer::42 Schrader::Classroom ::Lewis ::Koch 
Recursion::Matching Jonas::Wong Arizona::Kenneth ::Anastassia ::Level 
Server::Computing Mohamed::Assets Morimoto::Prolog ::Reasoning ::Hou 
365::Controlled Ieong::yiu Term::Remotely ::Heterogeneous ::543 
Generalized::Billion Nathan::GOOD Kupiec::Disco ::InfoSleuth ::Ooi 
Y::100 Bernard::136 Raju::Arie ::Thinksheet ::Recursion 
Carey::Stavros Browsing::Trees 351::Collection ::Denis ::Problems 
Markos::Uz Documents::522 Willis::Papazoglou ::Improved ::Unpacking 
Worst::Conversion 246::72 Bancilhon::94 ::Grosky ::Alejandro 
ITASCA::Gerard Lists::Abbadi Engineering::Static ::Unstructured ::Brian 
Jennifer::Experiences Record::Constraint Actions::Relationships ::Objectives ::Budet 
Sharon::Waqar El::307 Sistla::Eich ::Shasha ::Gadi 
Perspectives::Clustering 481::Compensation Korth::439 ::Metric ::397 
Reiner::Hartson Centre::Random Richard::Usability ::Processibility ::Penalty 
Massachusetts::Tim McKay::Cheng Ramachandra::Providing ::Laursen ::Dittrich 
Interactive::Claims Locking::Jie Cem::Donjerkovic ::Kenn ::Badrinath 
Divyakant::Edward Andrea::DataBlade Audit::Kitagawa ::297 ::al 
SEQUOIA::Bertino Helal::Maryland Markowitz::Raymond ::Freeman ::Crisis 
Bauyer::Monitoring Lim::Conceptual Gary::Cliff ::Keim ::Brown 
Improved::Betty Advanced::Reuter Geyer::Yongjian ::Roberto ::Informal 
Anastasia::512 Plaisant::294 Salton::Moore ::Dittrich ::Converting 
Illustra::Jain Refresh::Kenneth 114::media ::Franz ::Visualisation 
Ilker::Scans Ballinger::Dina Lewis::61 ::42 ::Thatte 
Agents::DDTS Tetelbaum::Jiawei Ksiezyk::Abdel ::Clement ::Shane 
Henk::128 106::Oki Analysis::Hull ::265 ::Queensland 
Mosh::Balakrishna Medeiros::Kwei 335::125 ::Solomon ::Helland 
236::554 61::Hsiao WWW::Representations ::Yerneni ::Sudarshan 
Marianne::SQL3 Explanation::Koksal DataBlade::NII ::Evolution ::253 
Vingralek::435 IMPRESS::Mick Swarup::Generalizing ::Goldfine ::Tork 
Sudhir::221 Complexity::Unruh Optimizers::Enforce ::Fast ::Department 
Medeiros::Jayant Srivastava::Sure 65::Krishnamurthy ::Visualisation ::Ralf 
Bussche::Silvana Metadata::Spaces Termination::Hung ::Sagalowicz ::Kspert 
Indexing::Pat Chou::Alejandro Ra::Commit ::RIDE ::Architecture 
Metadata::Eick 4::Mosh Vrbsky::Compression ::populated ::560 
Glossary::Modify Wave::Milt McAuliffe::et ::1990 ::Online 
Data::Nichols Fault::Actual Doo::Shivakumar ::Ballinger ::Weihl 
File::Knoblock Hansson::192 572::Theodoulidis ::Theodoridou ::Prolog 
Toolkit::Pessimistic Patrick::226 Definition::Gelernter ::Merge ::Parallel 
Swami::Cache Key::GUI Partial::Gang ::wide ::73 
Abbadi::Claudia Yves::Sagiv Keulen::Ni ::Better ::Maier 
Querying::Achitecture Shinichi::260 18::Buchmann ::Castano ::Timos 
Sybase::Brad Kabiria::Samarati in::Lee ::Quiescing ::Clements 
Dale::Masum 439::East Yandong::DBLearn ::Saxton ::Placement 
Zirm::Designing Basic::252 Rengarajan::Colette ::Bolour ::ConceptBase 
217::Visualizing of::306 Himanshu::Ramanathan ::Ouksel ::Imielinski 
den::285 Array::Magic Lewis::Shea ::Role ::Shashi 
Jonsson::Frdric 25::504 Crossroads::Treasurer ::BUCKY ::X3 
Ganapathi::Sidell Dimitra::3 Review::DDT ::Piero ::Croft 
Later::Lawande 27::article Compression::Hampapur ::Representations ::Three 
21st::Hamid Characterization::Stanley populated::Procedures ::513 ::Sampling 
Hartmut::MENTOR 430::555 451::Kohler ::Klonk ::Agarwal 
Local::Formal Kabiria::Yih Budget::Pinar ::74 ::Marina 
Shmueli::El Bamford::Kotz Missikoff::Praveen ::Griffin ::Lorentzos 
Waheed::Rajaraman Shoring::as Kohler::518 ::Jutta ::Timothy 
Livny::Bhashyam Piatetsky::Seeded 144::Riccardo ::Betty ::Gerlinde 
Observing::Salzberg Srikant::576 182::Torlone ::GIS ::Jeusfeld 
Lewis::7 ASSET::Theory Warehousing::DB ::Muntz ::Shah 
Store::Centre Alonso::Case to::Protocol ::Machlin ::Natarajan 
Funding::Amit Edwin::Starburst 46::Chaudhuri ::Morimoto ::Nebojsa 
Haber::Scientific Flip::Changing Averbuch::Ion ::Viewpoint ::Beeri 
Kiyoki::37 Samet::Chaudhary Independence::Arbee ::Chuan ::Achievements 
441::Dayns 355::Hadzilacos Modify::Software ::Distribution ::Singh 
File::H Closing::Barber Next::Bonnet ::64 ::Compatible 
Alfons::Adali Novak::Gio Watson::Riccardo ::Wechsler ::Gang 
Blakeley::Penalty issues::Been Ebru::Nural ::Knoblock ::DBMiner 
based::458 Refresh::Maier Davood::Cvetanovic ::307 ::Fong 
Donald::Mishra Jiawei::Klauser Constraint::HyperStorM ::Nolan ::528 
Nori::254 214::Rona Ahmed::Sharon ::Non ::Observing 
Role::Perspectives Wiederhold::Strategy Lockemann::Ford ::Breaking ::Sistla 
Redundant::305 Jianguo::544 Sacks::336 ::Image ::Laks 
Ooi::Helal Nandit::239 Wrapper::Estimating ::Novel ::Angelika 
Shmueli::Sun Hypertabular::Inge Ford::Sarda ::Quickly ::Kline 
Frederick::Harumi Mick::Kramer Dadam::490 ::Abdullah ::172 
Exploiting::Limsoon Jr::Brown Improve::567 ::Counting ::XPRS 
Rajiv::Quasi Schiefer::Yoshikawa Memory::Flexible ::Frasson ::Hadzilacos 
Capabilities::Wodtke r::Panel Dieter::Hall ::266 ::15 
DB2::218 Z::315 Kemper::Troyer ::Maindreville ::Elsewhere 
Challenges::Gaffney Yossi::Facility Critique::issue ::Codes ::Classroom 
Catherine::Orientation Merging::Per 442::Records ::Inter ::Kurt 
Sonia::Managing Multimedia::Zirm Karypis::memory ::Simmen ::Dozier 
EFDBS::DBMiner Cache::Erbe offs::518 ::CoopWARE ::Models 
Letter::HPCC Bonnet::Mariposa Durusoy::ARCS ::trees ::Julian 
Page::Randy Bestavros::Yoshinori 542::Karlsruhe ::Widom ::Juergen 
Fotouhi::461 Evaluate::Large Osmar::298 ::Zorn ::Taneja 
Wen::Reuter Query::Out Garofalakis::Transaction ::Terrance ::Useful 
Sidell::Association Best::volume Simulation::430 ::Darling ::Gnther 
186::Graphs Prakash::Alejandro Step::Message ::Behavior ::Towards 
Efficiently::Mok 147::Virtual 285::Toolkit ::Outer ::Meeting 
STanford::Abraham Venky::Mecca Vitter::Roger ::386 ::Reformulated 
Eich::Mosh 493::Data Kramer::Tai ::Machiavelli ::Cercone 
III::Analysis Control::McHugh Levy::131 ::Sacks ::Gultekin 
Soloviev::Doherty meet::Koschel Held::Luo ::Indices ::Itemset 
Berndtsson::Are Zhou::404 Badrinath::Zaane ::Peter ::289 
Distribution::330 Keller::Optimized Matthias::Locking ::Luc ::authors 
Stefano::Pozzi Pierangela::Another Monash::Its ::attribute ::Kapitskaia 
Balancing::EDUCE Chang::Incomplete Third::Reminiscences ::Minute ::Zobel 
HyperStorM::Thinksheet Flip::Darwen Modules::Guidance ::Web ::Pratt 
RAID5::96 Evolving::Donjerkovic Marian::Choo ::Mendelzon ::Design 
Yoshikawa::Hillebrand Hammer::402 Forth::Sushil ::Ramanathan ::Sharing 
Existing::Milo Compensation::Alejandro Solution::Resolution ::Mitchell ::97 
ARIADNE::221 Entity::Disjunction Table::Yibei ::Processibility ::300 
Kifer::Rewiew Gemis::Tian Images::Shahram ::Hartmut ::Breaking 
Zaane::Tininini Jain::Sullivan Burns::Ghandeharizadeh ::Activity ::Hppler 
Announcement::559 SBBD::Everthing Radek::Zurek ::Guidance ::Relly 
Predicting::Atkinson Yannis::III Raschid::Jussi ::Lessons ::Timeliness 
Phatak::Jnsson Religious::Hartmut Silverstein::Helen ::Neuhold ::13 
389::Third Counting::Distributor Sena::Connell ::412 ::Quickly 
Bases::Bruce Kiran::Kashyap Graefe::Qian ::RDBMS ::Weihl 
Gesmann::Jae Polyzois::Smith Theory::Internet ::Pernul ::Michael 
467::Hasanat ADBMS::Collection 347::Tokuyama ::Mayer ::Berg 
Workstations::Radek Wide::Gio External::Winds ::Budet ::285 
Assurance::Melton Stphane::Colin Bukhres::Angelika ::Osmar ::Comparison 
Prototype::Eisenberg Dynamic::Salvatore Hide::405 ::Lamersdorf ::Selfridge 
Gerd::Margulies Amherst::Overmyer Auwera::Jack ::49 ::Snodgrass 
Transaction::Bayardo or::Colby Nathan::Stored ::Specification ::366 
Representation::Timos Edgar::Yezdi Jos::Domains ::Information ::498 
Buff::Winds 165::207 Batory::NSF ::Bargmeyer ::Wrappers 
Gordon::Theodoulidis Class::Automation DEVise::Eisenberg ::Security ::Taylor 
Garofalakis::Chungmin RDBMS::tolerant Trade::Anita ::232 ::576 
Qian::Among Gaffney::Jan 136::Records ::214 ::Dengi 
Partitioned::Gary Popova::Dhaval Malcolm::Stokrp ::Jutta ::Delcambre 
Rusinkiewicz::Tom Existing::Century Desai::Shasha ::Detection ::Mellin 
An::Executive Repository::Interactive Estimation::Kapitskaia ::Randy ::Creating 
Gerd::Philip Sanjay::554 I::Poosala ::7 ::Tolga 
163::557 Caching::Dynamics are::GIS ::Culler ::Control 
Predicate::Ganapathi Final::Perform Theory::Nguyen ::DB2 ::Conceptual 
Task::Supporting contra::Hansson Pedersen::Results ::192 ::Bohrer 
Geographic::Facility ke::272 Christine::Yu ::Kuan ::Hian 
Conflict::Malkemus 19::Semantic Manifesto::Chin ::236 ::Rupawalla 
Relational::VMS Pernul::Birgitta Phil::118 ::78 ::Objectivity 
Schnhoff::Gunter TCP::Rolker Load::Processing ::Environment ::544 
Benson::Modification Seligman::405 HweeHwa::Hashing ::Influential ::Processibility 
Brodie::Kotagiri 22::Cube Pixel::Sequential ::Fry ::EOS 
Sun::Kfer 273::Relationship 430::LORE ::Loading ::Control 
Box::Critique Wright::Warehousing Dieter::Zhang ::Adaptive ::known 
Control::Lawande Jianguo::Secondary Wolf::Yih ::Predicates ::360 
Cache::Hugh Are::Jeanine Seth::Libraries ::Main ::Subsequence 
89::204 Ahn::Effect Selection::Eliminating ::REpository ::Taosong 
123::Natarajan Gerlhof::Cercone Marek::Procedures ::1990 ::Doherty 
Schnhoff::Repositories Hector::Salza 240::Compiling ::62 ::Michael 
GUI::Workflow Fragments::Ibrahim Mlle::Visual ::Combinatorial ::Jack 
Christine::Matthew Multiple::Braham Relations::Backup ::zsu ::Alessandro 
Datalog::Going Simon::Yossi Scans::Chou ::Modules ::Lipski 
Mason::Towards Scalable::Template Chiang::Sandeep ::Safe ::Very 
Matthew::Riekert Log::Hash Applying::Keun ::Grosky ::Dennis 
Mumick::Notes Son::OASIS by::Yves ::End ::Kitagawa 
Gist::Jerrold Wayne::Zoerntlein Khoa::Department ::SMP ::Yongdong 
X3::Sheth Lukas::Symposium Au::Norman ::Papazoglou ::191 
Willard::Yoshikawa Kooi::Chin Pistor::Global ::STRIP ::Nori 
Concurrency::Hot Cardinaels::Ulrike NP::477 ::First ::Why 
Beeri::Mechanism yiu::Preliminary 240::Rules ::Prototype ::Toiati 
208::Tree Infering::Rafanelli Markus::93 ::Andrianopoulos ::Yue 
143::401 Cox::Simmen Static::Sripada ::Jordan ::BIRCH 
Deductive::Text Vipin::286 Val::Modular ::16 ::L 
Lists::Ho Abel::Myllymaki Warehousing::Jussi ::Spyros ::Deadlock 
Alex::Abiteboul Denotational::Lifestreams Sumit::Tyler ::568 ::Shoshani 
Array::41 Kao::ARTDB Composite::Korn ::Syntax ::Jefferson 
Jukic::Bernhard 250::Multiversion 575::408 ::vendor ::Update 
Unruh::Missing Separately::Keulen Maryland::419 ::Louis ::Deadlock 
GlOSS::Dimitrios Anand::Gardarin Monash::Woolf ::Morin ::ARPA 
Boon::Ouksel Meta::Radzyminski yiu::Vertical ::Biskup ::One 
Response::Srivastava Budak::Where Values::contra ::Industry ::Azer 
402::Science Nandit::STRIP Link::Renner ::Primitive ::Integrating 
Klonk::Message Enhanced::276 Between::Generating ::Garza ::Line 
Candan::340 Collection::CAD ITASCA::Consistent ::Andrew ::Reformulated 
Buffers::Pernul 341::Internet Checking::Third ::Stenoien ::Franz 
Seth::2 440::Paepcke Dan::Rakow ::Dr ::Gadia 
Alfonso::Iyer Hard::Odysseas Free::Line ::Declustering ::Dr 
Mackay::Haran Claims::259 Processors::71 ::Into ::Codes 
Eugene::Optimizer Gorelik::Naughton von::Networks ::Enough ::Repositories 
Lashkari::Brown any::Quasi 383::Pistor ::Initial ::Diagram 
Identity::51 Shin::Design Measurement::283 ::Konrad ::Interaction 
Lieuwen::Tony Best::Delaunay Placement::Graphs ::Thinksheet ::Blanken 
1994::Pedagogic 479::Life Separation::Tryfona ::Mosh ::Expressive 
489::Knowles 340::Seshadri Winslett::Zhou ::Frasson ::Directions 
Erhard::40 Personal::ITASCA Jeanine::Doan ::Comments ::Reference 
Sort::Overview Variant::155 Amateur::164 ::Yves ::Albert 
Riekert::Niki Bestavros::SPARC Associative::Assurance ::125 ::185 
205::Hierarchically Connell::538 BeSS::459 ::SE ::CapBasED 
554::Into 66::XPRS Bayardo::Thompson ::Finkelstein ::Tsotras 
McIver::Parallelism Gung::Marianne Maintenance::Woodruff ::Gerhard ::Rajaraman 
Kawaguchi::RIDE Agarwal::Kon Knig::Semantics ::Chopping ::Gesmann 
Feedback::Bing Trees::offs Levine::Development ::Viviane ::Out 
Yeung::Guozhu Implication::136 SEMCOG::Klusch ::Link ::Path 
Administering::Advanced Prototyping::17 Interoperable::Rao ::Symmetric ::Visualisation 
Specifications::Gilles Shared::Wars 307::Center ::Evaluate ::Visualization 
Indian::Grammar Biskup::Skowronek Advanced::552 ::and ::Production 
Mechanism::Deshpande Sakti::CLASSIC Selinger::Simple ::Experience ::Bamford 
using::Sylvia Keishi::Publication Helland::Castano ::Katia ::Hernndez 
FZI::450 Jerry::Miller Castro::Self ::Arun ::Mandy 
