Thor::Stokrp ::72 ::529 ::Not ::Aggregate 
Reorganization::GENESYS ::McHugh ::Observations ::Schneider ::Gibbs 
is::among ::Services ::251 ::Ieong ::Yves 
Rastogi::Andler ::McKenzie ::Reuter ::Viviane ::Zobel 
Wilburt::492 ::Sycara ::Ceri ::Icons ::Masses 
Neighbor::Codes ::165 ::143 ::Mattos ::Existing 
Centre::401 ::Laura ::160 ::Gnther ::Technologies 
Haran::Main ::Logic ::Thanisch ::Shekar ::Lim 
Kamel::Cubes ::Mumick ::among ::Modeling ::Tiziana 
Marvin::Anastassia ::Soloviev ::Jenny ::81 ::310 
Lon::Cvetanovic ::Similarity ::Josef ::Accessing ::214 
Entity::Presence ::Wayne ::Norio ::Video ::Dan 
und::Woelk ::Effelsberg ::Outs ::Gung ::Educational 
Yerneni::Krishnamurthy ::Kotidis ::Infomaster ::Dayns ::Out 
Milt::CSA ::Xiaoyang ::Transactions ::VideoAnywhere ::volume 
Naughton::Houtsma ::Multiple ::Carrie ::Wilner ::Tjoa 
Cubetree::Entity ::Local ::Ho ::XSB ::Five 
Beat::Skeen ::Modular ::Ravi ::Hongjun ::55 
Elisa::IDEA ::Anthony ::72 ::Alonso ::Knig 
GlOSS::Jennifer ::Mohan ::SQL3 ::DeMichiel ::Worst 
March::Globally ::Interval ::Tagg ::Zurek ::Presentation 
Walch::40 ::Ganesh ::Wesley ::REpository ::Sycara 
ADS::Merialdo ::Service ::I ::Saxton ::ORES 
Euthimios::Simon ::Sripada ::Delaunay ::Technologies ::Domains 
Arnold::Local ::First ::Gordon ::Warkentyne ::Kosmas 
Adding::Nikolai ::Pattern ::Victor ::Satish ::Asserting 
Jefferson::OODB ::Converting ::Caching ::MQSeries ::Chris 
Ching::178 ::Maier ::277 ::Qualitative ::Jerry 
Levy::COntext ::Benson ::281 ::ADS ::Porter 
Meeting::Juergen ::Turau ::OGDI ::Jiawei ::Unifying 
Component::Curtis ::Intelligent ::268 ::Cart ::105 
Lionel::Workstations ::Discs ::Predicting ::Mellin ::Schlageter 
Mohamed::Kambayashi ::Between ::Peter ::Quasi ::115 
Yehoshua::Going ::232 ::Wedekind ::Biskup ::Mapping 
Rex::Jason ::Ling ::Braunmller ::Detection ::they 
Outer::Sampaio ::Liskov ::Ait ::PRIMA ::were 
Tolga::Lefler ::Kang ::Dietterich ::Brief ::Tajima 
Jianwen::Rupawalla ::Achievements ::Hyuk ::Orientation ::They 
Girish::Budet ::Niki ::Widmayer ::Standardization ::Centre 
440::Ad ::Sang ::Gruber ::Convent ::Large 
Model::Semantics ::Yezdi ::Z ::Chee ::579 
UNIX::Nestorov ::Aidong ::site ::Declustering ::Lazowska 
Accociation::Brodie ::Rosana ::Vardi ::Gehrke ::Products 
Bifocal::Semantic ::Scacchi ::Raymond ::423 ::Fundamental 
579::Kotidis ::498 ::Reordering ::Buneman ::Language 
Stuckey::Redundancy ::Nandlal ::265 ::Jenkins ::or 
NASA::Karlsruhe ::254 ::Liskov ::Nematollaah ::Work 
Maryland::Implementing ::Georg ::288 ::Grosky ::Prasadram 
Genesereth::515 ::Anita ::Krishna ::S ::261 
Algorithms::Geyer ::time ::Cardinaels ::Tuning ::Arne 
STEP::Requirements ::Kang ::Similarity ::Case ::341 
CODASYL::133 ::Frameworks ::X3 ::GESTALT ::531 
Multimedia::Gook ::Locking ::Dar ::484 ::Deduction 
Measurement::AMS ::Sampling ::367 ::Jefferson ::Warren 
540::Livny ::Reply ::Vinek ::154 ::Federated 
Processibility::MLR ::Amit ::Wiederhold ::Dittrich ::Llirbat 
Pernici::Soloviev ::Widoff ::Kirby ::254 ::Rafanelli 
477::Merrett ::Market ::492 ::Descollonges ::Gallagher 
Garbage::Roman ::Doughty ::Lockemann ::Concurrency ::Vardi 
Schrefl::Pinar ::Kristin ::Use ::MDM ::Polyzois 
Shum::Algorithms ::Johnson ::Thanisch ::Goldberg ::Barry 
Kshitij::252 ::Mohamed ::MMDBS ::Influencing ::El 
Tei::265 ::S ::132 ::Programs ::Hypertabular 
Application::Elliot ::Wilson ::Hodges ::Jordan ::Ravishankar 
Aloysius::77 ::Consumer ::Nan ::Incorporating ::NonStop 
Limsoon::ANSI ::236 ::SIM ::Dallan ::Culler 
Frameworks::Speech ::System ::Hong ::Bargmeyer ::Mosfeq 
Gnther::Network ::407 ::Introduction ::Consens ::Retention 
Recurrent::Jian ::5 ::98 ::Michle ::Gerald 
Paton::Vassalos ::Cvetanovic ::Ariel ::Mohammed ::Tsichritzis 
Brad::Ahlberg ::Cardinaels ::Mirroring ::Sandeep ::Kao 
Girish::Boral ::Eben ::Text ::Bushy ::Zurek 
Arya::Tajima ::Banu ::Stephan ::Apparatus ::Turau 
WWW::vendor ::Sylvia ::Jordan ::Harumi ::ichi 
Morpain::Eric ::MultiView ::Annotated ::No ::Widmayer 
Ben::Benny ::Lam ::Taneja ::Materialization ::Atkinson 
Analysis::UIS ::Piatetsky ::Effectiveness ::DeeDS ::Blakeley 
Glavitsch::77 ::Amy ::Vipin ::Praveen ::McCarthy 
Forte::Rdb ::Thomas ::Revisted ::Ada ::1994 
Into::Grossman ::Jonsson ::Hash ::10 ::over 
Cattell::Pratap ::Intensive ::Joakim ::80 ::Woodruff 
Jefferson::Gerald ::Hsiao ::Complete ::Michael ::Yasushi 
Paton::Static ::Fabret ::Waqar ::Norman ::dimensional 
268::Chiang ::12 ::TPC ::Rene ::Dependencies 
Protocol::Narang ::Federated ::Editors ::232 ::192 
Shane::a ::Monash ::Shalom ::171 ::Katz 
Easy::Sharon ::323 ::Desai ::Ee ::Multiprocessor 
End::Katia ::Saltor ::Carey ::Yixiu ::Load 
Crisis::406 ::Upon ::Julia ::Kriegel ::USL 
Impact::Suciu ::Achievements ::Three ::Meltzer ::Manipulating 
Random::r ::Paula ::Franklin ::Actual ::Shashi 
Down::Declustering ::Path ::Ilsoo ::Laura ::Altintas 
One::Precise ::171 ::Carl ::Golshani ::Paton 
546::Mario ::133 ::Frank ::Bruno ::Ramesh 
Kenn::Vassilis ::383 ::Louiqa ::Residues ::Doughty 
Comprehension::Programs ::Hot ::Vardi ::Specification ::Andersen 
Constraints::Shinichi ::54 ::Murphy ::Deshpande ::Management 
Arbee::Llirbat ::Hian ::Supporting ::Prototyping ::Margaret 
Engine::Gerhard ::Dina ::Elsbernd ::516 ::Kulkarni 
307::Franklin ::Fagin ::Cooperation ::Elmasri ::Toby 
ARTDB::Ecklund ::206 ::531 ::STRUDEL ::Global 
87::Enterprise ::Task ::434 ::Earth ::Gardels 
Liskov::474 ::380 ::Framework ::Rational ::Walt 
database::215 ::Clustering ::Set ::Shmueli ::Processor 
Peithner::Perspectives ::Comparison ::Indian ::Camps ::Botnich 
Liam::Data ::Sanjay ::Fu ::Chirn ::Merrett 
Schuble::Pons ::102 ::Logging ::284 ::Commentary 
293::Motro ::511 ::Triggers ::Thanasis ::Dan 
Pirahesh::Crash ::371 ::Utilities ::Ins ::Chungmin 
Khedkar::Yixiu ::Davis ::Maintaining ::104 ::Programming 
Mark::Highly ::506 ::Sorting ::Revisited ::147 
Computing::Moffat ::255 ::Jussi ::Klemens ::Latha 
Anastasia::220 ::50 ::Semantic ::Suryanarayana ::297 
Stephan::Chawathe ::Gemis ::Lawrence ::Notes ::Grosky 
Caching::Agenda ::Relationships ::Machiavelli ::Exploration ::68 
Iterative::Ariav ::Ferri ::Industrial ::Aided ::Guo 
Thanasis::Justin ::Sarda ::II ::Pierangela ::to 
Robertson::Donko ::Observable ::88 ::Beeri ::Maier 
Luis::191 ::Tony ::Andersen ::SMP ::Specification 
Indices::Shian ::Up ::Roberto ::Rajaraman ::40 
Chuan::Persistent ::Best ::Future ::Wells ::Their 
Frew::Theodoridou ::Revisited ::Clark ::Jean ::Programs 
276::519 ::Dyreson ::Roantree ::Clemens ::Jint 
178::into ::Spaces ::Benson ::Chair ::Vassilis 
Nothing::Array ::Persistence ::Deductive ::Version ::361 
Multidatabase::Notes ::Biswadeep ::132 ::Bayardo ::I 
Farshad::Shoens ::185 ::Ebru ::Spyratos ::254 
175::NET ::Lueder ::IDEA ::564 ::Postgres 
Tree::Reiner ::Algorithms ::74 ::Clemens ::Creation 
387::Srikant ::Chawathe ::Chee ::Heap ::Hernndez 
Do::Interface ::13 ::McHugh ::Aggregates ::Sang 
Jyh::issue ::Jorge ::Prashant ::Gerhard ::User 
Paul::Recurrent ::Ensuring ::S3 ::IPSI ::Stole 
23::511 ::Huffman ::Hierarchies ::Andler ::Transition 
Workbench::Caching ::173 ::Marcel ::Lodge ::Achyutuni 
McLoughlin::Ramirez ::Hoppenbrouwers ::Erhard ::Point ::Barnes 
Brinkhoff::Durusoy ::Luo ::Very ::MYRIAD ::level 
DART::Charles ::Georgakopoulos ::150 ::Dyreson ::Dozier 
Year::Joakim ::Partitioning ::Eich ::WWW ::Myllymaki 
Legat::Network ::Wm ::Rules ::Class ::515 
ARTDB::Peter ::La ::Revisited ::Toiati ::Graefe 
McIver::OOPSLA ::81 ::Quass ::Art ::MEDUSA 
Indexes::Pinar ::Approximations ::Order ::Desai ::286 
IMPRESS::Back ::Kosch ::XSB ::Distributor ::Establishing 
Key::Tree ::Mitchell ::Bushy ::Thuraisingham ::114 
453::Simulation ::Java ::580 ::Module ::Au 
Vincent::Rafael ::Bressan ::Braunmller ::End ::Zurek 
Ilsoo::Jefferson ::Use ::Mike ::Srikant ::Join 
187::Notes ::Profiles ::Discs ::Suciu ::301 
Edward::Task ::Cocktail ::Modify ::Galindo ::Baden 
meet::Bharat ::van ::8 ::521 ::Philippe 
Stephan::Amr ::Searching ::Metric ::Objectivity ::550 
Retrieval::State ::Galindo ::Datalog ::Jajodia ::Gaffney 
Ravi::139 ::Theo ::Gordon ::Rene ::Ronald 
Su::BUSINESS ::Amr ::Subsequence ::Wendy ::Environmental 
Widoff::Darwen ::Andler ::Arne ::Quass ::148 
Nematollaah::312 ::on ::Kocharekar ::Images ::477 
6::Adali ::Wilson ::Limsoon ::STRUDEL ::51 
Lynn::Samarati ::Gibbons ::Institute ::Fault ::Berson 
Representations::Umesh ::405 ::Update ::Miller ::Optimal 
Sylvia::Mendelzon ::Denis ::Later ::Temporal ::Modify 
Store::Andree ::Malcolm ::Nestorov ::Breaking ::Cetin 
Mayer::Properties ::Experience ::Sycara ::323 ::Telecommunications 
Broadcast::Functional ::Linderman ::Crash ::Zurek ::Comprehension 
Transaction::Work ::X ::Solutions ::Souder ::3 
489::330 ::Glossary ::OGDI ::Hellerstein ::446 
64::Kazuhiko ::172 ::Derived ::Facilities ::489 
Architectures::Interactive ::Brodsky ::Alberto ::Ling ::266 
Ariel::Dao ::Beng ::Luo ::Cohen ::323 
Karthikeyan::Quiescing ::Neptune ::Generalizing ::Sibel ::Laver 
Case::Cost ::Open ::Compression ::Implementing ::Annotating 
Inserting::Morimoto ::518 ::Naughton ::453 ::Ellman 
Experiences::Match ::Sandeep ::Enough ::Goldner ::Khoa 
237::Dadam ::11 ::Han ::vendor ::Segment 
Shutdown::Penalty ::Confluence ::Goldman ::Research ::Ilker 
Variant::Qaimari ::Expected ::EXODUS ::387 ::Seeded 
Koperski::Nectaria ::Bhide ::Marcus ::Infinite ::Niki 
265::Resistant ::or ::Houtsma ::413 ::Best 
Spaces::Left ::RDBMS ::Spatial ::Theodoridou ::Kashyap 
Mapped::Bruns ::Integrating ::TODS ::Source ::Replication 
Roberto::by ::an ::Clifford ::Panagos ::Bharat 
Kramer::Wedekind ::Murphy ::Servers ::TCP ::IPSI 
Stavros::Pedro ::Erich ::language ::512 ::Mikael 
Mattos::Eich ::EOS ::Terranova ::title ::Jignesh 
Ju::Ju ::30 ::for ::Doppelhammer ::Graphs 
Down::Yixiu ::Extendeing ::134 ::Ross ::GeoMiner 
Deferred::524 ::Relihan ::Predictive ::by ::Jnsson 
Jonas::Henk ::6 ::Venky ::F ::Infrastructure 
340::149 ::Interpreted ::Terranova ::Huffman ::Study 
Mostly::Super ::Griffin ::Masses ::Pires ::Administration 
Workshop::Variant ::Mogi ::Measurement ::386 ::Object 
any::Workloads ::Breunig ::Colette ::Yang ::Rudolf 
Jeff::NP ::Andrew ::Belinda ::Common ::399 
Bernhard::Fu ::Son ::DeMichiel ::Visual ::38 
tolerant::Right ::Improving ::Kerschberg ::97 ::Cattell 
Environment::Interpreted ::Nick ::163 ::Cem ::Marek 
Basic::Lougenia ::Pang ::Blott ::Kiran ::Use 
403::Technologies ::Industrial ::Braham ::Wm ::Gal 
2000::DataBlade ::Cluet ::Barbara ::Mediator ::Meral 
Bryce::Souder ::Opportunities ::Extending ::130 ::Rivero 
de::Willie ::Security ::Icons ::Concurrent ::Schwarz 
Tian::Melling ::164 ::Thor ::McIver ::Command 
Sagiv::Structure ::Akira ::359 ::Predicate ::Malcolm 
350::Stanford ::Batory ::Evolving ::Unified ::Kriegel 
Berson::Vardi ::Merialdo ::Sten ::Complex ::Alfons 
Cooperation::Gerlhof ::Katz ::360 ::Mason ::154 
Lightweight::Morimoto ::Warehouse ::568 ::Won ::Betty 
Young::301 ::Therber ::442 ::Right ::Link 
Actions::Bhide ::Dynamically ::Culler ::Tam ::Safe 
Up::Natural ::Vance ::Recursive ::446 ::Graham 
44::MYRIAD ::Magic ::With ::Metadata ::Dao 
Baskets::Bengt ::Gunter ::Sensed ::ORES ::91 
de::Closure ::287 ::Tim ::219 ::Primitive 
Houtsma::171 ::Trobe ::Huffman ::Deleting ::Federation 
Transformation::Goldner ::Unpacking ::Missikoff ::Mehmet ::479 
Providing::Chee ::102 ::Cook ::Optimizers ::Rulebase 
Allen::Takeshi ::Symposium ::Pires ::Johannes ::Sort 
Massachusetts::Capabilities ::510 ::Christos ::418 ::Silvio 
Bauzer::Numeric ::Measurement ::Davison ::477 ::Berg 
Report::oriented ::Ries ::G ::Walters ::Sun 
478::Profiles ::Quickly ::Multiple ::Frank ::Y 
Catriel::Hull ::Jonas ::Xiaolei ::Reorganization ::Mariposa 
Panel::MEDUSA ::Nearest ::153 ::Evolution ::Servers 
Shea::Simultaneous ::Tsotras ::Inderpal ::Pull ::Ferri 
Correctness::El ::Heuristic ::Milo ::GEM ::Furtado 
Upgrade::Salzberg ::Elmagarmid ::Piyush ::Existing ::Leonid 
559::545 ::Execution ::Trueblood ::Environments ::III 
Bernstein::Capability ::Mukul ::Special ::Venky ::Piyush 
Disjunctions::Matthew ::Labio ::Perry ::243 ::zden 
contra::Values ::Stanley ::219 ::Alexandros ::Lessons 
Nascimento::Announcements ::Assigning ::Clement ::Ron ::Sena 
Deduction::Yue ::Arnon ::Sharma ::Heterogeneous ::Ra 
Christophe::Client ::Specifications ::Merz ::21st ::NET 
Engine::484 ::Relly ::532 ::Stanley ::McGuinness 
Keng::145 ::Birgitta ::Kerry ::Schek ::Cook 
Terrance::Lohman ::Oki ::Report ::Incremental ::33 
Justin::576 ::465 ::Retrieval ::Maindreville ::Karim 
Levine::Upon ::177 ::72 ::Time ::Lon 
Shutdown::Studies ::Query ::243 ::Kazuhiko ::414 
Push::SigmodRecord ::Estimation ::Enhancing ::452 ::Nan 
Pons::Guarantee ::Laursen ::Partial ::Erratum ::30 
Termination::Willard ::Statistical ::Characteristics ::De ::77 
Mariposa::Quantified ::Sheldon ::Clemens ::Bushy ::Held 
Chaudhuri::Printezis ::WORM ::Consumer ::Massively ::Disambiguation 
Outer::3 ::Chin ::Fundamental ::Freytag ::Approach 
Year::Hussein ::Without ::Reddy ::Geyer ::Min 
159::Son ::Biliris ::Basic ::335 ::286 
BUSINESS::Colette ::Fll ::Soparkar ::Experience ::contra 
Badia::W ::Asgarian ::Who ::Carrie ::Myers 
Concurrency::Swift ::110 ::Mlle ::408 ::End 
28::76 ::Nori ::Administration ::Servers ::Allan 
N::Kifer ::Logic ::DIRECT ::Relational ::Engineering 
BUCKY::Overview ::TODS ::Meeting ::Historical ::Randy 
Conjuction::Mitschang ::Order ::173 ::Static ::in 
Lothar::535 ::Winfried ::Summary ::Transactions ::Pena 
Amr::Remotely ::Brice ::Reiner ::Ricky ::Auwera 
Kowarschick::Paepcke ::Barclay ::Euthimios ::Beigel ::Funkhouser 
Yandong::Pons ::EFDBS ::Brunie ::Borras ::Zat 
Borras::Efficiently ::Florescu ::Reminiscences ::Modelling ::External 
Christine::Huang ::Heap ::Cory ::Fundamental ::Sequences 
Amr::Olga ::311 ::Raghu ::Shing ::Albert 
Malcolm::Multidatabases ::Deductive ::Determinism ::Pirahesh ::119 
Legaria::Entity ::Bharat ::63 ::eva ::Lu 
Waqar::Theo ::During ::317 ::Keller ::Dependencies 
Kilov::Sudhir ::Ohori ::Rakow ::Martin ::Dar 
Abstraction::197 ::Number ::Extensions ::Disjunction ::SQL3 
Progress::Katayama ::Checking ::Shin ::Preliminary ::Abiteboul 
Browsing::Experiencing ::105 ::Paul ::SMP ::Proteus 
Towsley::379 ::146 ::Harald ::Bolour ::Levine 
Machines::Multiattribute ::re ::Swarup ::Take ::Keith 
82::Guest ::Hughes ::Federated ::Stefan ::DeeDS 
517::196 ::Jessie ::Keitel ::Gio ::Types 
Ghemawat::Yuksel ::256 ::Omiecinski ::Cox ::Picture 
Bing::Into ::Inserting ::Leonid ::Educational ::Dallan 
Treasurer::441 ::Manolis ::Troyer ::Khedkar ::Buchmann 
Models::Wiest ::Rudolf ::Vander ::Andreas ::Merge 
56::TSIMMIS ::Heiler ::Arun ::MOSAICO ::84 
Assessment::Wave ::Estimation ::Nebojsa ::versionControl ::Delisle 
Willie::Effectiveness ::Shilpa ::128 ::Ada ::531 
Wright::Tan ::Gebhardt ::Susanne ::335 ::Kucera 
Scheme::Rahimi ::Interactive ::Michle ::542 ::Down 
159::Information ::Optimizer ::Nan ::Model ::348 
Sybase::33 ::190 ::Earl ::Ross ::Uz 
Thompson::Tan ::SG ::ADBMS ::SAP ::Thor 
DBSim::264 ::Server ::Christoph ::Updates ::Mauricio 
McKay::Multidatabase ::No ::Schneider ::Bezenchek ::Lionel 
Berndtsson::SMP ::Skew ::McGuinness ::Adya ::441 
Department::Template ::112 ::Replicated ::Inheritance ::Distributed 
structured::Values ::Arbee ::Borras ::Calculus ::Bill 
trees::S ::187 ::447 ::Kn ::Creation 
Definition::Ecklund ::Nenad ::Bocca ::Manipulating ::Bauyer 
Horizontal::Wide ::Spotfire ::Theodoulidis ::2000 ::Viviane 
Liskov::Narain ::Juergen ::226 ::through ::92 
Symmetric::Message ::Sethi ::GIUKU ::Suryanarayana ::Deadlock 
Wide::Aloysius ::Therber ::Suciu ::Balancing ::0 
SMP::Knowledge ::Optimistic ::Separation ::Gung ::EOS 
288::Jones ::Hans ::Applicable ::Eaglestone ::About 
Hugh::275 ::ODE ::Qingshan ::Keith ::Biliris 
Tei::Principles ::Do ::Farshad ::Gelder ::Mobile 
Environmental::Geospatial ::Curry ::286 ::Compensation ::Nulls 
Asuman::Karl ::Lifestreams ::Tork ::Breunig ::Presentation 
Expensive::Sakti ::CITRI ::Silvano ::Errors ::Sagalowicz 
Kamel::Consistency ::Silverstein ::Shane ::Neighbor ::Fu 
Compiled::275 ::Paredaens ::Attributes ::BCNF ::88 
Duval::Culler ::Predicate ::Ahmed ::ConceptBase ::Amihai 
Wong::Display ::Recent ::Wimmers ::Madhu ::Larson 
Michael::Achyutuni ::Implementing ::Disjunction ::106 ::Gerlhof 
Cohen::Video ::Orthogonally ::Precise ::110 ::Dataflow 
SEMCOG::78 ::Oscar ::Balakrishna ::Capabilities ::Koschel 
173::Markos ::Kemper ::Stamos ::Server ::Kiernan 
Overview::Converting ::Kemper ::Odysseas ::Colliat ::Laks 
Kincade::383 ::314 ::Fynn ::Set ::Rona 
Gad::Panagos ::Packer ::among ::Cetin ::Schnhoff 
Celis::Jint ::Cliff ::Thuraisingham ::Dietrich ::Prolog 
Hypertext::104 ::Heap ::52 ::Hoc ::Halici 
NP::Kifer ::Zhuge ::Reorganization ::Unruh ::Salzberg 
Datenbases::Yasushi ::Influencing ::100 ::Melvin ::Eftring 
Reorganization::Called ::Rapid ::Harandi ::GIUKU ::Cardenas 
Steven::Editors ::30 ::Nabil ::Commercial ::Vermeer 
line::Flix ::Brigitte ::Galindo ::Brin ::270 
Workflow::Mrcio ::be ::498 ::281 ::Cory 
Doo::Pirotte ::Barbar ::144 ::Ranganathan ::Spaces 
Arvola::Sampling ::TPC ::Street ::Bry ::Bharat 
SR::Outs ::Ulm ::Agarwal ::Jian ::V 
DBLearn::Command ::Component ::Antonio ::453 ::Luther 
Inderpal::Ganesh ::Stuckey ::Mehrotra ::Petterson ::Enough 
Colby::Shelly ::Hugh ::Rafael ::Burns ::Loeffen 
Brodsky::Ullman ::Prasad ::97 ::Groupware ::120 
312::Achitecture ::Kent ::Residues ::fu ::48 
Stole::Calculus ::Keitel ::Keng ::Mlle ::Mendona 
Oded::Technical ::Hong ::Fetches ::Motwani ::Keitel 
Tompa::Katayama ::USD ::Genesereth ::Elliot ::Joosten 
Henk::Peithner ::Shmueli ::Thatte ::Dayns ::Observations 
Sure::Asuman ::Ley ::Adali ::Khedkar ::Culler 
Xiaolei::73 ::Shekar ::32 ::Knowledge ::Workstations 
Nenad::Marron ::Qualitative ::Silverstein ::Silberschatz ::Stanford 
Pistor::Tryfona ::Katia ::Dean ::GIS ::Silvio 
Pedro::Preface ::234 ::Bertram ::NASA ::Roy 
Sushil::Method ::Audit ::482 ::Mancuhan ::Sheth 
382::DEC ::Marcus ::Ramez ::Dadam ::Sleepers 
Out::Farias ::Anita ::Funkhouser ::Base ::469 
36::In ::Sou ::Matthew ::298 ::Kenneth 
58::Georgakopoulos ::Template ::Challenges ::Effectiveness ::Enhancing 
Dynamically::Rosneblatt ::474 ::IPSI ::Cruz ::Guarantee 
326::Inference ::SEQUOIA ::Mumick ::Behavior ::Generating 
564::121 ::Identity ::Ganesh ::Datalog ::Expressive 
Heap::Auwera ::Merge ::Lin ::Mariposa ::Thomas 
Venky::35 ::Kuo ::Jrgen ::Historical ::Command 
Nan::Effelsberg ::Only ::Speech ::Beigel ::Symmetric 
76::Shasha ::Integrated ::Limsoon ::structured ::Eui 
34::Andler ::Thatte ::446 ::Tjoa ::Mauricio 
Preface::Zou ::initPage ::Mostly ::Dietrich ::Chih 
Chim::Freeman ::Tsong ::Persistent ::Combining ::Liuba 
Dar::Top ::Integrity ::Louiqa ::Eugene ::Visualisation 
Knig::240 ::Cevdet ::173 ::LRU ::Clifford 
Sengupta::Moshe ::Gottfried ::Activity ::Lindsay ::Nelson 
Silvano::Tomasz ::Dyreson ::Page ::Kao ::Doan 
Son::315 ::215 ::Benchmarks ::NTHU ::Applying 
Cheng::335 ::Serge ::Key ::Tufte ::Structures 
103::571 ::Converting ::Rule ::Assigning ::Yasuhiko 
Ozkan::Patterson ::Semantics ::Michael ::Chopping ::Representations 
Bruce::Tova ::Altintas ::Ganesh ::zgr ::Testbed 
Hans::Version ::Relations ::Funkhouser ::Roth ::Laguna 
Attributes::Scholl ::Doherty ::Rules ::259 ::memory 
Fabio::Sidell ::Selinger ::GUI ::Been ::OnLine 
Final::Array ::Darling ::Fernandez ::Krzysztof ::Kawaguchi 
Lukas::Much ::484 ::Labio ::Locally ::Siegel 
Karim::Dietterich ::549 ::Rona ::Sevcik ::Cammarata 
zden::Access ::Cartesian ::Challenges ::Level ::72 
Thuraisingham::528 ::Masatoshi ::AMS ::Nikhil ::Chawathe 
Basket::Won ::29 ::to ::Street ::Shoens 
Funkhouser::Mick ::458 ::Compiling ::Are ::Hbel 
Woolf::Sharad ::473 ::Tables ::Barclay ::Jorge 
Carl::Olga ::meet ::Duval ::radi ::Gnther 
Hartmut::Kwei ::Syan ::Gingras ::Alexander ::Penalty 
Fu::Bryce ::Designing ::Johnson ::Procedures ::Comparison 
Andries::Stenoien ::Yehoshua ::Khn ::Kotagiri ::MLR 
Maryland::Agent ::Gives ::ANSI ::Controlled ::Saygin 
Sources::1999 ::Mason ::Useful ::Hongjun ::Cache 
Transaction::243 ::Wolfson ::Expert ::Tamer ::73 
Decomposition::Casanova ::535 ::Indices ::Mosh ::56 
Kspert::DB ::Strategy ::Sharon ::Rafiei ::Yeung 
148::STRIP ::Kifer ::Jie ::Sidell ::Iakovos 
Justin::17 ::Log ::Atri ::133 ::263 
508::Jon ::Already ::Haran ::Thanisch ::GOOD 
13th::Lehman ::Agenda ::Glossary ::Kifer ::Stavros 
Castano::CODASYL ::Miranda ::Mediator ::Papazoglou ::163 
Bhavani::Infrastructure ::405 ::Kurt ::Bharat ::Active 
Tufte::Datenbases ::Improving ::Plaisant ::Venky ::Wisconsin 
Anita::Informix ::Modelling ::Viewpoint ::Semistructured ::Pistor 
Issues::Van ::209 ::85 ::Hugh ::Recent 
Inegration::Naacke ::247 ::312 ::Atomicity ::17 
Ecklund::radi ::Domain ::Answers ::Hare ::Amherst 
Actions::70 ::Natural ::Plaisant ::Control ::195 
Graefe::10 ::Infinite ::Leonid ::Christophe ::Contents 
Independence::Christian ::Tim ::Rakow ::Bolour ::Platforms 
Riekert::Better ::Richard ::Billion ::Asit ::Features 
511::Tolerance ::articles ::Zaane ::Shoring ::data 
Gesmann::Memory ::Arjan ::319 ::Machine ::Logging 
Weienfels::Joseph ::RDBMS ::Hampapur ::Multiversion ::Ramachandra 
26::Isabel ::Antonio ::238 ::Informix ::Proposal 
Extensible::Jon ::Lois ::DEC ::Flip ::Pernici 
SMP::Jie ::Designing ::Elizabeth ::386 ::Aiken 
Frank::Collection ::SQL3 ::Pedersen ::Libraries ::215 
Tuning::118 ::Segment ::Shectman ::Kitsuregawa ::Efficient 
Pattern::Aided ::Devor ::Tables ::Approaches ::Mohan 
Opportunities::Knowles ::Motakis ::issue ::Lon ::Mackay 
Conjuction::Improve ::380 ::Paskin ::Rishiyur ::Walter 
Stepwise::139 ::Costly ::Chairman ::305 ::Dimitra 
Sheth::Treasurer ::Gupta ::Sevcik ::Honeyman ::Doan 
Range::171 ::FZI ::Benchmark ::Klein ::Narang 
95::Dennis ::Chaudhary ::Alejandro ::Lipski ::Thanisch 
Beng::Shaul ::Aberdeen ::Schwarz ::Heterogeneous ::Cohen 
Blakeley::Graefe ::86 ::Expressions ::Vervaet ::Schrader 
Jumping::J ::Hsiao ::Annotated ::Modeling ::Third 
Frank::Nestorov ::Negotiation ::219 ::Jos ::initPage 
Investigation::Time ::Missing ::Jae ::Cliff ::Zaniolo 
IMPRESS::Radek ::Schema ::Hyuk ::ODBMS ::Ken 
Editors::553 ::Willis ::Gorelik ::Renner ::Henry 
Conflict::1993 ::Divyakant ::Fast ::Miron ::Clustering 
Recursive::Haran ::Optimizing ::Sampling ::Paris ::161 
Requirements::Challenges ::Ford ::Pedro ::Scans ::Dittrich 
